jid,site_idx,element,reduced_formula,frobenius_norm,vzz,eta,trace_residual,symmetry_residual
JVASP-84960,3,I,I,1393.583069017416,1110.846,0.38426748622221263,0.0,0.0
JVASP-894,3,I,I,1384.673028283934,1106.12,0.36626315408816407,0.0009999999999763531,0.0
JVASP-894,7,I,I,1384.673028283934,1106.12,0.36626315408816407,0.0009999999999763531,0.0
JVASP-894,0,I,I,1384.673028283934,1106.12,0.36626315408816407,0.0009999999999763531,0.0
JVASP-894,2,I,I,1384.673028283934,1106.12,0.36626315408816407,0.0009999999999763531,0.0
JVASP-894,5,I,I,1384.673028283934,1106.12,0.36626315408816407,0.0009999999999763531,0.0
JVASP-894,1,I,I,1384.673028283934,1106.12,0.36626315408816407,0.0009999999999763531,0.0
JVASP-894,6,I,I,1384.673028283934,1106.12,0.36626315408816407,0.0009999999999763531,0.0
JVASP-894,4,I,I,1384.673028283934,1106.12,0.36626315408816407,0.0009999999999763531,0.0
JVASP-16923,0,W,O2W,1384.566728638963,-1130.494,-0.0,0.0,0.0
JVASP-16923,1,W,O2W,1384.566728638963,-1130.494,-0.0,0.0,0.0
JVASP-7653,1,Au,AuC2Na,1376.522604323663,-1123.926,-0.0,0.0,0.0
JVASP-895,5,I,I,1368.0754115566876,1087.072,0.4094190633187131,0.0,0.0
JVASP-895,4,I,I,1368.0754115566876,1087.072,0.4094190633187131,0.0,0.0
JVASP-895,6,I,I,1368.0754115566876,1087.072,0.4094190633187131,0.0,0.0
JVASP-895,1,I,I,1368.0754115566876,1087.072,0.4094190633187131,0.0,0.0
JVASP-895,2,I,I,1368.0754115566876,1087.072,0.4094190633187131,0.0,0.0
JVASP-895,3,I,I,1368.0754115566876,1087.072,0.4094190633187131,0.0,0.0
JVASP-895,7,I,I,1368.0754115566876,1087.072,0.4094190633187131,0.0,0.0
JVASP-895,0,I,I,1368.0754115566876,1087.072,0.4094190633187131,0.0,0.0
JVASP-5683,13,I,GaI7Te,1356.7228398129073,1107.742,0.0097297024036283,0.0,0.0
JVASP-5683,12,I,GaI7Te,1356.7228398129073,1107.742,0.0097297024036283,0.0,0.0
JVASP-56953,3,I,Br4I2PdRb2,1355.3284126646206,1106.621,3.343511464170739e-05,1.4210854715202004e-14,0.0
JVASP-56953,4,I,Br4I2PdRb2,1355.3284126646206,1106.621,3.343511464170739e-05,1.4210854715202004e-14,0.0
JVASP-8693,1,Au,AuC2Li,1342.30568210747,-1095.988,1.8248374981776317e-06,0.0,0.0
JVASP-84861,6,I,I,1340.942313589962,1061.237,0.4395408377205091,0.0,0.0
JVASP-84861,1,I,I,1340.942313589962,1061.237,0.4395408377205091,0.0,0.0
JVASP-84861,7,I,I,1340.942313589962,1061.237,0.4395408377205091,0.0,0.0
JVASP-84861,5,I,I,1340.942313589962,1061.237,0.4395408377205091,0.0,0.0
JVASP-84861,4,I,I,1340.942313589962,1061.237,0.4395408377205091,0.0,0.0
JVASP-84861,3,I,I,1340.942313589962,1061.237,0.4395408377205091,0.0,0.0
JVASP-84861,0,I,I,1340.942313589962,1061.237,0.4395408377205091,0.0,0.0
JVASP-84861,2,I,I,1340.942313589962,1061.237,0.4395408377205091,0.0,0.0
JVASP-38655,2,Pt,C2K2Pt,1314.4162001440031,-1073.216,9.317788777748748e-07,0.0010000000002037268,0.0
JVASP-8058,2,Pt,C2Na2Pt,1292.0237814119369,-1054.933,9.479274986907729e-07,0.0,0.0
JVASP-896,0,I,I,1277.039074494982,1002.472,0.496,0.0009999999999763531,0.0
JVASP-896,2,I,I,1277.039074494982,1002.472,0.496,0.0009999999999763531,0.0
JVASP-896,1,I,I,1277.039074494982,1002.472,0.496,0.0009999999999763531,0.0
JVASP-896,6,I,I,1277.039074494982,1002.472,0.496,0.0009999999999763531,0.0
JVASP-896,7,I,I,1277.039074494982,1002.472,0.496,0.0009999999999763531,0.0
JVASP-896,5,I,I,1277.039074494982,1002.472,0.496,0.0009999999999763531,0.0
JVASP-896,4,I,I,1277.039074494982,1002.472,0.496,0.0009999999999763531,0.0
JVASP-896,3,I,I,1277.039074494982,1002.472,0.496,0.0009999999999763531,0.0
JVASP-5653,4,I,AlI7Te,1269.813196518291,1036.351,0.05086983078127004,0.0,0.0
JVASP-5653,16,I,AlI7Te,1269.813196518291,1036.351,0.05086983078127004,0.0,0.0
JVASP-341,0,W,O2W,1269.228829909721,-1036.321,0.0,0.0,0.0
JVASP-341,1,W,O2W,1269.228829909721,-1036.321,0.0,0.0,0.0
JVASP-5653,9,I,AlI7Te,1240.1013164826493,1012.425,0.025962416969158235,5.684341886080802e-14,0.0
JVASP-5653,5,I,AlI7Te,1240.1013164826493,1012.425,0.025962416969158235,5.684341886080802e-14,0.0
JVASP-56243,5,Bi,Ba2Bi3,1229.6818357502073,-983.098,0.3593293852698307,0.0,0.0
JVASP-56243,8,Bi,Ba2Bi3,1229.6818357502073,-983.098,0.3593293852698307,0.0,0.0
JVASP-32296,34,I,CF7I,1226.327733994873,-1001.27,0.011542341226642125,0.0009999999999763531,0.0
JVASP-32296,35,I,CF7I,1226.327733994873,-1001.27,0.011542341226642125,0.0009999999999763531,0.0
JVASP-32296,33,I,CF7I,1226.327733994873,-1001.27,0.011542341226642125,0.0009999999999763531,0.0
JVASP-32296,32,I,CF7I,1226.327733994873,-1001.27,0.011542341226642125,0.0009999999999763531,0.0
JVASP-2175,6,Te,Ga2Te5,1214.0347045492563,-991.256,-0.0,4.263256414560601e-14,0.0
JVASP-5683,17,I,GaI7Te,1208.787105312594,986.652,0.0440753173357982,1.4210854715202004e-14,0.0
JVASP-5683,16,I,GaI7Te,1208.787105312594,986.652,0.0440753173357982,1.4210854715202004e-14,0.0
JVASP-5683,15,I,GaI7Te,1197.7557771716235,977.863,0.024799997545668494,0.0,0.0
JVASP-5683,14,I,GaI7Te,1197.7557771716235,977.863,0.024799997545668494,0.0,0.0
JVASP-25295,0,I,I,1192.685143833862,898.609,0.723,1.1368683772161603e-13,0.0
JVASP-25295,1,I,I,1192.685143833862,898.609,0.723,1.1368683772161603e-13,0.0
JVASP-30508,1,Br,BrCuO2,1192.5509488093162,971.975,0.10364978523110163,0.0,0.0
JVASP-13814,4,Bi,BaBi2Zn,1192.0097752875183,-960.541,0.28292701717053204,0.0009999999999763531,0.0
JVASP-13814,6,Bi,BaBi2Zn,1192.009652108992,-960.541,0.28292597609055736,0.0009999999999763531,0.0
JVASP-18627,6,Bi,BaBi2Zn,1192.0012513894437,-960.535,0.28292045578766,0.0,0.0
JVASP-18627,4,Bi,BaBi2Zn,1192.0010532361118,-960.535,0.28292045578766,0.0,0.0
JVASP-81633,6,Bi,BiIn2Na,1189.7868991458092,-854.449,0.9369593738186832,0.0010000000000971454,0.0
JVASP-81633,7,Bi,BiIn2Na,1189.7868991458092,-854.449,0.9369593738186832,0.0010000000000971454,0.0
JVASP-2931,4,Te,Al2Te5,1175.6628944412594,-959.356,0.059642093237546816,0.0,0.0
JVASP-42416,4,W,Na4O4W,1171.8081320647166,956.777,0.0,0.0009999999999763531,0.0
JVASP-33799,0,Se,Br2Se,1156.4429489365223,-944.146,0.023,0.0009999999999763531,0.0
JVASP-33799,1,Se,Br2Se,1156.4429489365223,-944.146,0.023,0.0009999999999763531,0.0
JVASP-32399,3,Ta,NOTa,1155.074034957933,-943.114,4.0292053770817646e-05,0.0,0.0
JVASP-8770,3,I,CuI4,1153.4629368462604,930.855,0.26636909078213045,5.684341886080802e-14,0.0
JVASP-8770,4,I,CuI4,1153.4629253010257,930.855,0.26636909078213045,5.684341886080802e-14,0.0
JVASP-78873,1,Br,BrCuO2,1148.195197627999,937.497,1.0666700800463325e-06,1.1368683772161603e-13,0.0
JVASP-22691,6,Pt,H4Na2Pt,1138.1154006518848,929.267,1.0761169825606597e-06,0.0009999999999763531,0.0
JVASP-8770,1,I,CuI4,1130.7414819657056,881.735,0.5377046391489506,0.0,0.0
JVASP-8770,2,I,CuI4,1129.9151167640869,881.72,0.5333212357664565,2.842170943040401e-14,0.0
JVASP-81634,6,Ir,IrSi2Tc,1128.793396582386,-921.632,0.012486545606055326,5.684341886080802e-14,0.0
JVASP-81634,7,Ir,IrSi2Tc,1128.793396582386,-921.632,0.012486545606055326,5.684341886080802e-14,0.0
JVASP-4074,3,I,I2P,1126.3165223905755,919.591,0.016848794735920613,0.0,0.0
JVASP-4074,2,I,I2P,1126.3165223905755,919.591,0.016848794735920613,0.0,0.0
JVASP-5416,26,I,Ge2I2S3,1123.155550296129,917.053,1.0904495159781965e-06,0.0009999999999763531,0.0
JVASP-5416,25,I,Ge2I2S3,1123.155550296129,917.053,1.0904495159781965e-06,0.0009999999999763531,0.0
JVASP-30554,0,W,O3W,1121.606656282852,-915.788,0.0,0.0,0.0
JVASP-30554,1,W,O3W,1121.606656282852,-915.788,0.0,0.0,0.0
JVASP-5437,2,Br,BrCN,1120.9884456059303,915.269,0.009659455307674583,0.0,0.0
JVASP-5437,3,Br,BrCN,1120.9884456059303,915.269,0.009659455307674583,0.0,0.0
JVASP-4210,1,Te,ITe2,1119.8864586131042,-914.309,0.02213693619990617,0.0009999999999763531,0.0
JVASP-4210,0,Te,ITe2,1119.8864586131042,-914.309,0.02213693619990617,0.0009999999999763531,0.0
JVASP-4210,2,Te,ITe2,1119.8864586131042,-914.309,0.02213693619990617,0.0009999999999763531,0.0
JVASP-4210,3,Te,ITe2,1119.8864586131042,-914.309,0.02213693619990617,0.0009999999999763531,0.0
JVASP-4210,12,Te,ITe2,1119.1991553204462,-913.819,0.0047088099503293296,1.1368683772161603e-13,0.0
JVASP-4210,13,Te,ITe2,1119.1991553204462,-913.819,0.0047088099503293296,1.1368683772161603e-13,0.0
JVASP-4210,14,Te,ITe2,1119.1991553204462,-913.819,0.0047088099503293296,1.1368683772161603e-13,0.0
JVASP-4210,15,Te,ITe2,1119.1991553204462,-913.819,0.0047088099503293296,1.1368683772161603e-13,0.0
JVASP-84951,4,Br,Br,1118.1714445718958,903.02,0.2579953932360302,0.0,0.0
JVASP-84951,1,Br,Br,1118.1714445718958,903.02,0.2579953932360302,0.0,0.0
JVASP-84951,3,Br,Br,1118.1714445718958,903.02,0.2579953932360302,0.0,0.0
JVASP-84951,2,Br,Br,1118.1714445718958,903.02,0.2579953932360302,0.0,0.0
JVASP-84951,6,Br,Br,1118.1714445718958,903.02,0.2579953932360302,0.0,0.0
JVASP-84951,5,Br,Br,1118.1714445718958,903.02,0.2579953932360302,0.0,0.0
JVASP-84951,7,Br,Br,1118.1714445718958,903.02,0.2579953932360302,0.0,0.0
JVASP-84951,0,Br,Br,1118.1714445718958,903.02,0.2579953932360302,0.0,0.0
JVASP-839,2,Br,Br,1116.1661331361026,902.738,0.23975727176655903,0.0,0.0
JVASP-839,1,Br,Br,1116.1661331361026,902.738,0.23975727176655903,0.0,0.0
JVASP-839,0,Br,Br,1116.1661331361026,902.738,0.23975727176655903,0.0,0.0
JVASP-839,3,Br,Br,1116.1661331361026,902.738,0.23975727176655903,0.0,0.0
JVASP-839,6,Br,Br,1116.1661331361026,902.738,0.23975727176655903,0.0,0.0
JVASP-839,5,Br,Br,1116.1661331361026,902.738,0.23975727176655903,0.0,0.0
JVASP-839,4,Br,Br,1116.1661331361026,902.738,0.23975727176655903,0.0,0.0
JVASP-839,7,Br,Br,1116.1661331361026,902.738,0.23975727176655903,0.0,0.0
JVASP-4074,5,I,I2P,1104.7998464753696,901.973,0.024715817435776912,0.0,0.0
JVASP-4074,4,I,I2P,1104.7998464753696,901.973,0.024715817435776912,0.0,0.0
JVASP-840,4,Br,Br,1101.750847613924,888.56,0.2735774736652562,0.0,0.0
JVASP-840,5,Br,Br,1101.750847613924,888.56,0.2735774736652562,0.0,0.0
JVASP-840,3,Br,Br,1101.750847613924,888.56,0.2735774736652562,0.0,0.0
JVASP-840,2,Br,Br,1101.750847613924,888.56,0.2735774736652562,0.0,0.0
JVASP-840,1,Br,Br,1101.750847613924,888.56,0.2735774736652562,0.0,0.0
JVASP-840,0,Br,Br,1101.750847613924,888.56,0.2735774736652562,0.0,0.0
JVASP-840,7,Br,Br,1101.750847613924,888.56,0.2735774736652562,0.0,0.0
JVASP-840,6,Br,Br,1101.750847613924,888.56,0.2735774736652562,0.0,0.0
JVASP-36905,2,Se,Br3RbSe,1099.3142411394479,-896.929,0.066286183187298,0.0,0.0
JVASP-36905,3,Se,Br3RbSe,1099.3142411394479,-896.929,0.066286183187298,0.0,0.0
JVASP-8682,0,Au,AuCN,1092.9096592006129,-892.357,1.1206277308032023e-06,0.0,0.0
JVASP-84852,5,Br,Br,1081.2564729933413,869.833,0.30067495714694653,0.0,0.0
JVASP-84852,2,Br,Br,1081.2564729933413,869.833,0.30067495714694653,0.0,0.0
JVASP-84852,0,Br,Br,1081.2564729933413,869.833,0.30067495714694653,0.0,0.0
JVASP-84852,4,Br,Br,1081.2564729933413,869.833,0.30067495714694653,0.0,0.0
JVASP-84852,6,Br,Br,1081.2564729933413,869.833,0.30067495714694653,0.0,0.0
JVASP-84852,3,Br,Br,1081.2564729933413,869.833,0.30067495714694653,0.0,0.0
JVASP-84852,7,Br,Br,1081.2564729933413,869.833,0.30067495714694653,0.0,0.0
JVASP-84852,1,Br,Br,1081.2564729933413,869.833,0.30067495714694653,0.0,0.0
JVASP-31900,15,I,I6NbTe4,1075.7587043654353,878.184,0.033939356672405795,4.263256414560601e-14,0.0
JVASP-31900,14,I,I6NbTe4,1075.7587043654353,878.184,0.033939356672405795,4.263256414560601e-14,0.0
JVASP-4149,2,Te,Rb2Te5,1075.0137568533717,-877.567,0.034878248612356666,0.0,0.0
JVASP-32828,2,I,I4Sn,1074.4319333256992,877.271,0.0,0.0,0.0
JVASP-32828,1,I,I4Sn,1074.4319333256992,877.271,0.0,0.0,0.0
JVASP-32828,3,I,I4Sn,1074.4319333256992,877.271,0.0,0.0,0.0
JVASP-32828,4,I,I4Sn,1074.4319333256992,877.271,0.0,0.0,0.0
JVASP-3816,5,I,I3P,1069.8132019268596,871.941,0.10359072460177923,0.0010000000000331966,0.0
JVASP-3816,7,I,I3P,1069.8132019268596,871.941,0.10359187146836765,0.0010000000000331966,0.0
JVASP-3816,2,I,I3P,1069.8129536774175,871.941,0.10359072460177923,0.0,0.0
JVASP-3816,3,I,I3P,1069.8129536774175,871.941,0.10359072460177923,0.0,0.0
JVASP-3816,6,I,I3P,1069.8124125770835,871.941,0.10359072460177923,0.0,0.0
JVASP-3816,4,I,I3P,1069.8124125770835,871.941,0.10359072460177923,0.0,0.0
JVASP-5416,27,I,Ge2I2S3,1067.617053836721,871.603,0.026547636940212407,0.0009999999999763531,0.0
JVASP-5416,23,I,Ge2I2S3,1067.617053836721,871.603,0.026547636940212407,0.0009999999999763531,0.0
JVASP-5416,21,I,Ge2I2S3,1067.6159205374377,871.602,0.026548814711301702,0.0009999999999763531,0.0
JVASP-5416,24,I,Ge2I2S3,1067.6159205374377,871.602,0.026548814711301702,0.0009999999999763531,0.0
JVASP-5416,20,I,Ge2I2S3,1067.6153962448277,871.602,0.026548814711301702,0.0010000000000331966,0.0
JVASP-5416,22,I,Ge2I2S3,1067.6153962448277,871.602,0.026548814711301702,0.0010000000000331966,0.0
JVASP-31900,20,I,I6NbTe4,1063.7435576190344,868.28,0.04264292624499011,0.0,0.0
JVASP-31900,13,I,I6NbTe4,1063.7435576190344,868.28,0.04264292624499011,0.0,0.0
JVASP-4186,7,Te,BrTe2,1062.8340123415321,-867.758,0.01711998045538041,1.1368683772161603e-13,0.0
JVASP-4186,5,Te,BrTe2,1062.8340123415321,-867.758,0.01711998045538041,1.1368683772161603e-13,0.0
JVASP-4186,6,Te,BrTe2,1062.8340123415321,-867.758,0.01711998045538041,1.1368683772161603e-13,0.0
JVASP-4186,4,Te,BrTe2,1062.8340123415321,-867.758,0.01711998045538041,1.1368683772161603e-13,0.0
JVASP-5656,6,Br,AlBr7Se,1060.0662983436462,865.526,0.010234239063875614,2.1316282072803006e-14,0.0
JVASP-5656,7,Br,AlBr7Se,1060.0662983436462,865.526,0.010234239063875614,2.1316282072803006e-14,0.0
JVASP-18519,4,Bi,Bi2MnSr,1059.2493417453702,-846.76,0.3601634465491993,0.0,0.0
JVASP-18519,5,Bi,Bi2MnSr,1059.2484935519144,-846.76,0.3601634465491993,0.0,0.0
JVASP-79710,7,Bi,BiHgNa2,1055.9957002308297,840.837,0.3930666704723984,5.684341886080802e-14,0.0
JVASP-79710,6,Bi,BiHgNa2,1055.9957002308297,840.837,0.3930666704723984,5.684341886080802e-14,0.0
JVASP-81217,6,Bi,BiHg2Sr,1052.5904548151668,-849.342,0.26783321677251337,1.1368683772161603e-13,0.0
JVASP-81217,7,Bi,BiHg2Sr,1052.5904548151668,-849.342,0.26783321677251337,1.1368683772161603e-13,0.0
JVASP-4186,15,Te,BrTe2,1049.5282283793038,-856.902,0.015587546767308311,0.0009999999999763531,0.0
JVASP-4186,12,Te,BrTe2,1049.5282283793038,-856.902,0.015587546767308311,0.0009999999999763531,0.0
